text,id
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2007 na cidade Sobral ', 'O nível do Matrícula em distorção no ensino fundamental na cidade Sobral é: 5158.0 ']",335
"['Qual o Matrícula em distorção no ensino médio no município Sobral em 2007 ', 'O Matrícula em distorção no ensino médio no município Sobral é 5158.0 ']",336
"['Número do Matrícula em distorção no ensino fundamental  em 2007 na cidade Solonópole ', 'Número do Matrícula em distorção no ensino fundamental na cidade Solonópole 430.0 ']",337
"['Número do Matrícula em distorção no ensino médio  em 2007 no município Solonópole ', 'Número do Matrícula em distorção no ensino médio no município Solonópole 430.0 ']",338
"['Qual o Matrícula em distorção no ensino fundamental na cidade Tabuleiro do Norte em 2007 ', 'O Matrícula em distorção no ensino fundamental na cidade Tabuleiro do Norte é 1151.0 ']",339
"['Qual do valor do Matrícula em distorção no ensino médio  em 2007 na unidade geográfica Tabuleiro do Norte ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Tabuleiro do Norte 1151.0 ']",340
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Tamboril em 2007 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Tamboril 1895.0 ']",341
"['Número do Matrícula em distorção no ensino médio  em 2007 na unidade geográfica Tamboril ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica Tamboril 1895.0 ']",342
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2007 no município Tarrafas ', 'O nível do Matrícula em distorção no ensino fundamental no município Tarrafas é: 429.0 ']",343
"['Qual do valor do Matrícula em distorção no ensino médio  em 2007 na unidade geográfica Tarrafas ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Tarrafas 429.0 ']",344
"['Quais os números Matrícula em distorção no ensino fundamental no município Tauá em 2007 ', 'Os números do Matrícula em distorção no ensino fundamental são: no município Tauá 1652.0']",345
"['Qual o Matrícula em distorção no ensino médio no município Tauá em 2007 ', 'O Matrícula em distorção no ensino médio no município Tauá é 1652.0 ']",346
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2007 na unidade geográfica Tejuçuoca ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Tejuçuoca é: 1152.0 ']",347
"['Qual do valor do Matrícula em distorção no ensino médio  em 2007 na unidade geográfica Tejuçuoca ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Tejuçuoca 1152.0 ']",348
"['Qual o Matrícula em distorção no ensino fundamental na cidade Tianguá em 2007 ', 'O Matrícula em distorção no ensino fundamental na cidade Tianguá é 2972.0 ']",349
"['Qual do valor do Matrícula em distorção no ensino médio  em 2007 na cidade Tianguá ', 'O valor do Matrícula em distorção no ensino médio: na cidade Tianguá 2972.0 ']",350
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Trairi em 2007 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Trairi 1787.0']",351
"['Qual do nível do Matrícula em distorção no ensino médio em 2007 na unidade geográfica Trairi ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Trairi é: 1787.0 ']",352
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2007 na unidade geográfica Tururu ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Tururu 631.0 ']",353
"['Qual do valor do Matrícula em distorção no ensino médio  em 2007 na unidade geográfica Tururu ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Tururu 631.0 ']",354
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Ubajara em 2007 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Ubajara é 1435.0 ']",355
"['Qual o Matrícula em distorção no ensino médio na cidade Ubajara em 2007 ', 'O Matrícula em distorção no ensino médio na cidade Ubajara é 1435.0 ']",356
"['Quais os números Matrícula em distorção no ensino fundamental no município Umari em 2007 ', 'Os números do Matrícula em distorção no ensino fundamental são: no município Umari 524.0']",357
"['Quais os números Matrícula em distorção no ensino médio na cidade Umari em 2007 ', 'Os números do Matrícula em distorção no ensino médio são: na cidade Umari 524.0']",358
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2007 no município Umirim ', 'O nível do Matrícula em distorção no ensino fundamental no município Umirim é: 1041.0 ']",359
"['Qual o Matrícula em distorção no ensino médio na cidade Umirim em 2007 ', 'O Matrícula em distorção no ensino médio na cidade Umirim é 1041.0 ']",360
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2007 na cidade Uruburetama ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Uruburetama 1110.0 ']",361
"['Quantidade no Matrícula em distorção no ensino médio no município Uruburetama em 2007 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Uruburetama 1110.0 ']",362
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2007 na cidade Uruoca ', 'O nível do Matrícula em distorção no ensino fundamental na cidade Uruoca é: 649.0 ']",363
"['Qual do valor do Matrícula em distorção no ensino médio  em 2007 na unidade geográfica Uruoca ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Uruoca 649.0 ']",364
"['Quais os números Matrícula em distorção no ensino fundamental no município Varjota em 2007 ', 'Os números do Matrícula em distorção no ensino fundamental são: no município Varjota 797.0']",365
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Varjota em 2007 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Varjota 797.0']",366
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Várzea Alegre em 2007 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Várzea Alegre 1234.0 ']",367
"['Qual do nível do Matrícula em distorção no ensino médio em 2007 na unidade geográfica Várzea Alegre ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Várzea Alegre é: 1234.0 ']",368
"['Número do Matrícula em distorção no ensino fundamental  em 2007 na unidade geográfica Viçosa do Ceará ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Viçosa do Ceará 3474.0 ']",369
"['Qual do nível do Matrícula em distorção no ensino médio em 2007 na cidade Viçosa do Ceará ', 'O nível do Matrícula em distorção no ensino médio na cidade Viçosa do Ceará é: 3474.0 ']",370
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Ceará em 2008 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Ceará é 225273.0 ']",371
"['Número do Matrícula em distorção no ensino médio  em 2008 na cidade Ceará ', 'Número do Matrícula em distorção no ensino médio na cidade Ceará 225273.0 ']",372
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Abaiara em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Abaiara 123.0']",373
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Abaiara em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Abaiara é 123.0 ']",374
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 na unidade geográfica Acarape ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Acarape é: 470.0 ']",375
"['Quais os números Matrícula em distorção no ensino médio no município Acarape em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: no município Acarape 470.0']",376
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na cidade Acaraú ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Acaraú 1735.0 ']",377
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Acaraú em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Acaraú é 1735.0 ']",378
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 na unidade geográfica Acopiara ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Acopiara é: 1103.0 ']",379
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Acopiara em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Acopiara 1103.0']",380
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na unidade geográfica Aiuaba ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Aiuaba 475.0 ']",381
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Aiuaba em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Aiuaba é 475.0 ']",382
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Alcântaras em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Alcântaras 378.0 ']",383
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Alcântaras em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Alcântaras 378.0']",384
"['Quais os números Matrícula em distorção no ensino fundamental na cidade Altaneira em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na cidade Altaneira 96.0']",385
"['Quais os números Matrícula em distorção no ensino médio na cidade Altaneira em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: na cidade Altaneira 96.0']",386
"['Número do Matrícula em distorção no ensino fundamental  em 2008 no município Alto Santo ', 'Número do Matrícula em distorção no ensino fundamental no município Alto Santo 603.0 ']",387
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Alto Santo em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Alto Santo 603.0']",388
"['Qual o Matrícula em distorção no ensino fundamental na cidade Amontada em 2008 ', 'O Matrícula em distorção no ensino fundamental na cidade Amontada é 878.0 ']",389
"['Qual o Matrícula em distorção no ensino médio na cidade Amontada em 2008 ', 'O Matrícula em distorção no ensino médio na cidade Amontada é 878.0 ']",390
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Antonina do Norte em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Antonina do Norte 313.0 ']",391
"['Número do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Antonina do Norte ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica Antonina do Norte 313.0 ']",392
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 no município Apuiarés ', 'O valor do Matrícula em distorção no ensino fundamental: no município Apuiarés 302.0 ']",393
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Apuiarés em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Apuiarés é 302.0 ']",394
"['Quais os números Matrícula em distorção no ensino fundamental na cidade Aquiraz em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na cidade Aquiraz 2438.0']",395
"['Qual o Matrícula em distorção no ensino médio no município Aquiraz em 2008 ', 'O Matrícula em distorção no ensino médio no município Aquiraz é 2438.0 ']",396
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na unidade geográfica Aracati ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Aracati 1137.0 ']",397
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Aracati ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Aracati 1137.0 ']",398
"['Quais os números Matrícula em distorção no ensino fundamental na cidade Aracoiaba em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na cidade Aracoiaba 393.0']",399
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 no município Aracoiaba ', 'O valor do Matrícula em distorção no ensino médio: no município Aracoiaba 393.0 ']",400
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Ararendá em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Ararendá 290.0']",401
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 no município Ararendá ', 'O valor do Matrícula em distorção no ensino médio: no município Ararendá 290.0 ']",402
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 no município Araripe ', 'O nível do Matrícula em distorção no ensino fundamental no município Araripe é: 1417.0 ']",403
"['Quantidade no Matrícula em distorção no ensino médio no município Araripe em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Araripe 1417.0 ']",404
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 na unidade geográfica Aratuba ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Aratuba é: 254.0 ']",405
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na cidade Aratuba ', 'O nível do Matrícula em distorção no ensino médio na cidade Aratuba é: 254.0 ']",406
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Arneiroz em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Arneiroz 167.0']",407
"['Número do Matrícula em distorção no ensino médio  em 2008 na cidade Arneiroz ', 'Número do Matrícula em distorção no ensino médio na cidade Arneiroz 167.0 ']",408
"['Número do Matrícula em distorção no ensino fundamental  em 2008 no município Assaré ', 'Número do Matrícula em distorção no ensino fundamental no município Assaré 716.0 ']",409
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 no município Assaré ', 'O valor do Matrícula em distorção no ensino médio: no município Assaré 716.0 ']",410
"['Quais os números Matrícula em distorção no ensino fundamental no município Aurora em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: no município Aurora 752.0']",411
"['Quantidade no Matrícula em distorção no ensino médio na cidade Aurora em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Aurora 752.0 ']",412
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 no município Baixio ', 'O valor do Matrícula em distorção no ensino fundamental: no município Baixio 195.0 ']",413
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 no município Baixio ', 'O nível do Matrícula em distorção no ensino médio no município Baixio é: 195.0 ']",414
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Banabuiú em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Banabuiú 377.0 ']",415
"['Quais os números Matrícula em distorção no ensino médio no município Banabuiú em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: no município Banabuiú 377.0']",416
"['Quantidade no Matrícula em distorção no ensino fundamental no município Barbalha em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Barbalha 1285.0 ']",417
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na cidade Barbalha ', 'O nível do Matrícula em distorção no ensino médio na cidade Barbalha é: 1285.0 ']",418
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Barreira em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Barreira 740.0 ']",419
"['Qual o Matrícula em distorção no ensino médio no município Barreira em 2008 ', 'O Matrícula em distorção no ensino médio no município Barreira é 740.0 ']",420
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Barro em 2008 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Barro é 801.0 ']",421
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Barro ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Barro 801.0 ']",422
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Barroquinha em 2008 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Barroquinha é 474.0 ']",423
"['Número do Matrícula em distorção no ensino médio  em 2008 na cidade Barroquinha ', 'Número do Matrícula em distorção no ensino médio na cidade Barroquinha 474.0 ']",424
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na cidade Baturité ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Baturité 891.0 ']",425
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na cidade Baturité ', 'O nível do Matrícula em distorção no ensino médio na cidade Baturité é: 891.0 ']",426
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na cidade Beberibe ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Beberibe 1321.0 ']",427
"['Número do Matrícula em distorção no ensino médio  em 2008 na cidade Beberibe ', 'Número do Matrícula em distorção no ensino médio na cidade Beberibe 1321.0 ']",428
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Bela Cruz em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Bela Cruz 410.0 ']",429
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Bela Cruz em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Bela Cruz é 410.0 ']",430
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Boa Viagem em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Boa Viagem 2468.0']",431
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 no município Boa Viagem ', 'O nível do Matrícula em distorção no ensino médio no município Boa Viagem é: 2468.0 ']",432
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Brejo Santo em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Brejo Santo 1232.0']",433
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na cidade Brejo Santo ', 'O valor do Matrícula em distorção no ensino médio: na cidade Brejo Santo 1232.0 ']",434
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 no município Camocim ', 'O nível do Matrícula em distorção no ensino fundamental no município Camocim é: 1012.0 ']",435
"['Quantidade no Matrícula em distorção no ensino médio na cidade Camocim em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Camocim 1012.0 ']",436
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 no município Campos Sales ', 'O nível do Matrícula em distorção no ensino fundamental no município Campos Sales é: 926.0 ']",437
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Campos Sales em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Campos Sales 926.0']",438
"['Número do Matrícula em distorção no ensino fundamental  em 2008 na cidade Canindé ', 'Número do Matrícula em distorção no ensino fundamental na cidade Canindé 2112.0 ']",439
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na cidade Canindé ', 'O valor do Matrícula em distorção no ensino médio: na cidade Canindé 2112.0 ']",440
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Capistrano em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Capistrano 425.0']",441
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na unidade geográfica Capistrano ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Capistrano é: 425.0 ']",442
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 na unidade geográfica Caridade ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Caridade é: 652.0 ']",443
"['Quantidade no Matrícula em distorção no ensino médio no município Caridade em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Caridade 652.0 ']",444
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Cariré em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Cariré 496.0 ']",445
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Cariré ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Cariré 496.0 ']",446
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Caririaçu em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Caririaçu 1222.0 ']",447
"['Qual o Matrícula em distorção no ensino médio no município Caririaçu em 2008 ', 'O Matrícula em distorção no ensino médio no município Caririaçu é 1222.0 ']",448
"['Número do Matrícula em distorção no ensino fundamental  em 2008 na cidade Cariús ', 'Número do Matrícula em distorção no ensino fundamental na cidade Cariús 318.0 ']",449
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Cariús em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Cariús 318.0 ']",450
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Carnaubal em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Carnaubal 370.0 ']",451
"['Número do Matrícula em distorção no ensino médio  em 2008 no município Carnaubal ', 'Número do Matrícula em distorção no ensino médio no município Carnaubal 370.0 ']",452
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Cascavel em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Cascavel 1491.0']",453
"['Quais os números Matrícula em distorção no ensino médio no município Cascavel em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: no município Cascavel 1491.0']",454
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Catarina em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Catarina 188.0 ']",455
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na cidade Catarina ', 'O nível do Matrícula em distorção no ensino médio na cidade Catarina é: 188.0 ']",456
"['Número do Matrícula em distorção no ensino fundamental  em 2008 no município Catunda ', 'Número do Matrícula em distorção no ensino fundamental no município Catunda 207.0 ']",457
"['Quais os números Matrícula em distorção no ensino médio no município Catunda em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: no município Catunda 207.0']",458
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Caucaia em 2008 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Caucaia é 8063.0 ']",459
"['Número do Matrícula em distorção no ensino médio  em 2008 na cidade Caucaia ', 'Número do Matrícula em distorção no ensino médio na cidade Caucaia 8063.0 ']",460
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Cedro em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Cedro 722.0']",461
"['Quantidade no Matrícula em distorção no ensino médio no município Cedro em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Cedro 722.0 ']",462
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na unidade geográfica Chaval ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Chaval 434.0 ']",463
"['Qual o Matrícula em distorção no ensino médio no município Chaval em 2008 ', 'O Matrícula em distorção no ensino médio no município Chaval é 434.0 ']",464
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 no município Choró ', 'O valor do Matrícula em distorção no ensino fundamental: no município Choró 326.0 ']",465
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na unidade geográfica Choró ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Choró é: 326.0 ']",466
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 na unidade geográfica Chorozinho ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Chorozinho é: 631.0 ']",467
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Chorozinho em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Chorozinho 631.0 ']",468
"['Quantidade no Matrícula em distorção no ensino fundamental no município Coreaú em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Coreaú 467.0 ']",469
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Coreaú em 2008 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Coreaú 467.0 ']",470
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na cidade Crateús ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Crateús 2380.0 ']",471
"['Número do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Crateús ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica Crateús 2380.0 ']",472
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Crato em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Crato 2764.0 ']",473
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na cidade Crato ', 'O nível do Matrícula em distorção no ensino médio na cidade Crato é: 2764.0 ']",474
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 na cidade Croatá ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Croatá 43.0 ']",475
"['Qual o Matrícula em distorção no ensino médio na cidade Croatá em 2008 ', 'O Matrícula em distorção no ensino médio na cidade Croatá é 43.0 ']",476
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2008 no município Cruz ', 'O valor do Matrícula em distorção no ensino fundamental: no município Cruz 329.0 ']",477
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na cidade Cruz ', 'O nível do Matrícula em distorção no ensino médio na cidade Cruz é: 329.0 ']",478
"['Qual o Matrícula em distorção no ensino fundamental no município Deputado Irapuan Pinheiro em 2008 ', 'O Matrícula em distorção no ensino fundamental no município Deputado Irapuan Pinheiro é 108.0 ']",479
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 na unidade geográfica Deputado Irapuan Pinheiro ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Deputado Irapuan Pinheiro é: 108.0 ']",480
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Ereré em 2008 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Ereré é 143.0 ']",481
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Ereré em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Ereré é 143.0 ']",482
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 no município Eusébio ', 'O nível do Matrícula em distorção no ensino fundamental no município Eusébio é: 963.0 ']",483
"['Quais os números Matrícula em distorção no ensino médio na cidade Eusébio em 2008 ', 'Os números do Matrícula em distorção no ensino médio são: na cidade Eusébio 963.0']",484
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Farias Brito em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Farias Brito 341.0 ']",485
"['Número do Matrícula em distorção no ensino médio  em 2008 no município Farias Brito ', 'Número do Matrícula em distorção no ensino médio no município Farias Brito 341.0 ']",486
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Forquilha em 2008 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Forquilha 348.0 ']",487
"['Qual do nível do Matrícula em distorção no ensino médio em 2008 no município Forquilha ', 'O nível do Matrícula em distorção no ensino médio no município Forquilha é: 348.0 ']",488
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Fortaleza em 2008 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Fortaleza 64515.0']",489
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Fortaleza ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Fortaleza 64515.0 ']",490
"['Qual o Matrícula em distorção no ensino fundamental no município Fortim em 2008 ', 'O Matrícula em distorção no ensino fundamental no município Fortim é 492.0 ']",491
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Fortim em 2008 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Fortim é 492.0 ']",492
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2008 no município Frecheirinha ', 'O nível do Matrícula em distorção no ensino fundamental no município Frecheirinha é: 346.0 ']",493
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Frecheirinha ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Frecheirinha 346.0 ']",494
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica General Sampaio em 2008 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica General Sampaio é 354.0 ']",495
"['Número do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica General Sampaio ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica General Sampaio 354.0 ']",496
"['Número do Matrícula em distorção no ensino fundamental  em 2008 na unidade geográfica Graça ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Graça 564.0 ']",497
"['Qual do valor do Matrícula em distorção no ensino médio  em 2008 na unidade geográfica Graça ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Graça 564.0 ']",498
"['Número do Matrícula em distorção no ensino fundamental  em 2008 na unidade geográfica Granja ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Granja 1695.0 ']",499
